107/03/01,6000,180400,30.15,30.15,30.05,30.05,-0.10,6,
107/03/02,3000,89500,30.30,30.30,29.60,29.60,-0.45,2,
107/03/05,52224,1487714,28.60,28.90,28.00,28.00,-1.60,42,
107/03/06,23112,649408,28.05,28.50,28.00,28.05,+0.05,19,
107/03/07,73000,1981350,27.60,27.60,26.90,26.90,-1.15,43,
107/03/08,32128,845131,26.45,26.50,26.20,26.20,-0.70,24,
107/03/09,5000,131400,26.20,26.30,26.20,26.30,+0.10,3,
107/03/12,18295,485706,26.30,27.00,26.30,26.30,0.00,18,
107/03/13,12042,316935,26.30,26.95,26.10,26.30,0.00,12,
107/03/14,7825,202433,25.90,26.05,25.90,26.00,-0.30,10,
107/03/15,10241,263867,25.60,26.00,25.60,26.00,0.00,11,
107/03/16,10000,259950,26.05,26.05,25.90,26.00,0.00,10,
107/03/19,5192,135028,26.00,26.10,26.00,26.10,+0.10,5,
107/03/20,3009,78125,26.00,26.00,25.95,25.95,-0.15,5,
107/03/21,1000,25950,25.95,25.95,25.95,25.95,0.00,1,
107/03/22,6301,160125,26.10,26.10,25.10,25.10,-0.85,8,
107/03/23,19000,454300,23.05,24.30,23.05,24.05,-1.05,12,
107/03/26,4,98,--,--,--,--,0.00,2,
107/03/27,2000,49500,24.80,24.80,24.70,24.70,X0.00,2,
107/03/28,1000,23850,23.85,23.85,23.85,23.85,-0.85,1,
107/03/29,3524,82577,23.20,23.70,23.20,23.70,-0.15,6,
107/03/30,13000,325000,25.00,25.00,25.00,25.00,+1.30,1,
107/03/31,1000,24950,24.95,24.95,24.95,24.95,-0.05,1,
107/02/01,10000,345500,34.55,34.90,34.20,34.90,+0.70,10,
107/02/02,0,0,--,--,--,--,0.00,0,
107/02/05,5074,176173,35.00,35.00,34.05,34.90,X0.00,6,
107/02/06,6014,205961,34.00,34.75,34.00,34.75,-0.15,6,
107/02/07,4000,131000,32.30,32.90,32.30,32.90,-1.85,4,
107/02/08,1000,32900,32.90,32.90,32.90,32.90,0.00,1,
107/02/09,1000,34650,34.65,34.65,34.65,34.65,+1.75,1,
107/02/12,2000,69800,32.85,36.95,32.85,36.95,+2.30,2,
107/02/21,86000,2883050,35.65,35.65,33.30,33.30,-3.65,33,
107/02/22,12000,406000,33.00,34.80,33.00,33.80,+0.50,12,
107/02/23,88000,2723000,33.00,33.10,30.45,30.70,-3.10,59,
107/02/26,36250,1089937,30.70,31.20,29.30,29.85,-0.85,36,
107/02/27,23000,703250,31.90,31.90,29.85,30.15,+0.30,16,
107/01/02,7000,271200,38.90,39.00,38.20,38.20,-0.30,6,
107/01/03,15111,553546,37.30,37.30,35.10,36.70,-1.50,16,
107/01/04,48000,1729450,36.10,37.30,35.00,37.25,+0.55,34,
107/01/05,17042,600851,35.15,35.85,35.10,35.85,-1.40,15,
107/01/08,16726,598812,35.85,36.35,35.40,36.35,+0.50,15,
107/01/09,22000,797100,36.15,36.30,36.10,36.10,-0.25,17,
107/01/10,21362,763666,35.95,36.15,35.60,35.65,-0.45,21,
107/01/11,11322,405565,35.60,36.10,35.60,36.10,+0.45,12,
107/01/12,12000,433350,36.10,37.10,35.95,37.10,+1.00,10,
107/01/15,21837,809806,37.10,38.10,36.05,37.30,+0.20,19,
107/01/16,59815,2112433,37.20,37.95,33.60,33.60,-3.70,51,
107/01/17,34109,1085140,31.05,33.40,31.00,33.40,-0.20,29,
107/01/18,6483,212817,33.40,33.40,32.50,32.65,-0.75,10,
107/01/19,37464,1249620,31.15,34.00,31.15,33.95,+1.30,33,
107/01/22,1000,33950,33.95,33.95,33.95,33.95,0.00,1,
107/01/23,32807,1143448,34.50,35.85,34.50,34.95,+1.00,30,
107/01/24,11262,401170,35.80,35.80,35.00,35.50,+0.55,16,
107/01/25,10292,357048,34.70,34.75,34.70,34.75,-0.75,9,
107/01/26,2000,69450,34.70,34.75,34.70,34.75,0.00,2,
107/01/29,10879,376485,35.00,35.00,34.25,34.30,-0.45,9,
107/01/30,3001,102733,34.35,34.35,34.00,34.00,-0.30,3,
107/01/31,9000,314200,35.00,35.00,34.20,34.20,+0.20,8,
106/12/01,2000,52800,26.40,26.40,26.40,26.40,0.00,1,
106/12/04,7000,185000,26.40,26.45,26.40,26.45,+0.05,5,
106/12/05,6016,157802,26.45,26.45,26.45,26.45,0.00,7,
106/12/06,1000,26450,26.45,26.45,26.45,26.45,0.00,1,
106/12/07,14037,371247,26.45,26.45,26.45,26.45,0.00,6,
106/12/08,1242,32500,26.45,26.45,26.45,26.45,0.00,3,
106/12/11,13848,364880,26.45,26.45,26.45,26.45,0.00,9,
106/12/12,10000,264000,26.40,26.50,26.20,26.20,-0.25,6,
106/12/13,8078,210595,26.20,26.40,26.00,26.40,+0.20,9,
106/12/14,2054,54179,26.40,26.40,26.40,26.40,0.00,3,
106/12/15,0,0,--,--,--,--,0.00,0,
106/12/18,45192,1198211,26.40,27.00,26.00,27.00,X0.00,23,
106/12/19,28271,839643,29.70,29.70,29.70,29.70,+2.70,29,
106/12/20,9281,303020,32.65,32.65,32.65,32.65,+2.95,16,
106/12/21,143021,5134448,35.90,35.90,35.90,35.90,+3.25,73,
106/12/22,427906,16777941,39.00,39.45,38.25,39.15,+3.25,213,
106/12/25,113668,4466900,39.40,40.00,38.80,38.85,-0.30,82,
106/12/26,32108,1252756,42.00,42.00,38.10,38.75,-0.10,38,
106/12/27,27360,1069646,38.65,39.85,38.65,39.20,+0.45,21,
106/12/28,40863,1628600,39.90,40.00,39.80,39.80,+0.60,28,
106/12/29,21414,835801,39.60,39.80,38.50,38.50,-1.30,25,
106/11/01,3106,86684,27.95,27.95,27.95,27.95,X0.00,4,
106/11/02,558,14284,--,--,--,--,0.00,2,
106/11/03,17000,466550,27.50,27.50,27.20,27.50,X0.00,8,
106/11/06,3534,95905,26.55,28.40,26.55,26.70,-0.80,7,
106/11/07,2035,54818,27.00,27.00,26.90,26.90,+0.20,3,
106/11/08,14,345,--,--,--,--,0.00,1,
106/11/09,158,4115,--,--,--,--,0.00,1,
106/11/10,0,0,--,--,--,--,0.00,0,
106/11/13,275,6778,--,--,--,--,0.00,1,
106/11/14,0,0,--,--,--,--,0.00,0,
106/11/15,103,2544,--,--,--,--,0.00,1,
106/11/16,0,0,--,--,--,--,0.00,0,
106/11/17,0,0,--,--,--,--,0.00,0,
106/11/20,1000,26850,26.85,26.85,26.85,26.85,X0.00,1,
106/11/21,0,0,--,--,--,--,0.00,0,
106/11/22,11011,284331,25.50,26.05,25.50,26.05,X0.00,5,
106/11/23,0,0,--,--,--,--,0.00,0,
106/11/24,279,6863,--,--,--,--,0.00,2,
106/11/27,736,18987,--,--,--,--,0.00,3,
106/11/28,2000,52800,26.40,26.40,26.40,26.40,X0.00,2,
106/11/29,1966,50838,26.40,26.40,26.40,26.40,0.00,5,
106/11/30,4000,105550,26.40,26.40,26.35,26.40,0.00,4,
106/10/02,0,0,--,--,--,--,0.00,0,
