107/03/01,15030,211571,14.00,14.15,14.00,14.15,0.00,6,
107/03/02,24379,342080,14.00,14.15,13.95,14.10,-0.05,17,
107/03/05,19000,266100,13.95,14.10,13.95,14.00,-0.10,9,
107/03/06,5100,71545,14.10,14.10,14.00,14.05,+0.05,5,
107/03/07,26005,364520,14.05,14.10,14.00,14.10,+0.05,10,
107/03/08,21467,300564,14.00,14.10,13.95,14.05,-0.05,11,
107/03/09,64000,896150,13.95,14.10,13.90,14.05,0.00,19,
107/03/12,0,0,--,--,--,--,0.00,0,
107/03/13,24000,334300,14.00,14.00,13.85,14.00,X0.00,16,
107/03/14,0,0,--,--,--,--,0.00,0,
107/03/15,15000,208500,13.95,14.05,13.85,14.05,X0.00,8,
107/03/16,2000,28150,14.05,14.10,14.05,14.10,+0.05,2,
107/03/19,31000,431500,13.95,14.00,13.90,14.00,-0.10,15,
107/03/20,12000,167250,13.95,14.00,13.90,14.00,0.00,7,
107/03/21,19190,267840,14.00,14.05,13.85,14.05,+0.05,14,
107/03/22,265,3683,--,--,--,--,0.00,1,
107/03/23,8000,111850,14.00,14.05,13.95,14.05,X0.00,5,
107/03/26,0,0,--,--,--,--,0.00,0,
107/03/27,4000,55950,14.00,14.05,13.90,14.00,X0.00,4,
107/03/28,31000,431150,13.90,13.95,13.90,13.95,-0.05,9,
107/03/29,1000,13950,13.95,13.95,13.95,13.95,0.00,1,
107/03/30,0,0,--,--,--,--,0.00,0,
107/03/31,8000,111250,13.90,13.95,13.90,13.90,X0.00,3,
107/02/01,0,0,--,--,--,--,0.00,0,
107/02/02,0,0,--,--,--,--,0.00,0,
107/02/05,12121,170531,14.05,14.35,13.85,14.35,X0.00,12,
107/02/06,45000,605400,13.00,14.30,13.00,13.00,-1.35,34,
107/02/07,59000,802600,13.85,14.20,13.30,13.30,+0.30,40,
107/02/08,57000,767100,13.75,13.80,13.20,13.20,-0.10,52,
107/02/09,18638,237219,13.20,13.20,12.60,12.80,-0.40,16,
107/02/12,7000,90650,13.10,13.10,12.85,13.00,+0.20,7,
107/02/21,105189,1481658,14.20,14.30,13.75,14.10,+1.10,54,
107/02/22,50454,728378,14.30,15.00,13.90,15.00,+0.90,27,
107/02/23,43138,631851,14.90,14.95,14.25,14.95,-0.05,23,
107/02/26,55000,788550,14.45,14.45,14.25,14.40,-0.55,25,
107/02/27,26999,379336,14.15,14.15,14.00,14.15,-0.25,19,
107/01/02,0,0,--,--,--,--,0.00,0,
107/01/03,3000,43050,14.35,14.35,14.35,14.35,X0.00,2,
107/01/04,2000,28150,14.00,14.15,14.00,14.15,-0.20,2,
107/01/05,6000,82150,13.50,14.25,13.50,14.25,+0.10,6,
107/01/08,0,0,--,--,--,--,0.00,0,
107/01/09,0,0,--,--,--,--,0.00,0,
107/01/10,0,0,--,--,--,--,0.00,0,
107/01/11,8000,112700,13.90,14.20,13.90,14.20,X0.00,8,
107/01/12,11000,154200,13.95,14.15,13.95,14.15,-0.05,7,
107/01/15,6001,84013,13.95,14.10,13.95,14.10,-0.05,5,
107/01/16,6000,84600,14.10,14.15,14.05,14.15,+0.05,6,
107/01/17,19002,268326,14.20,14.20,14.05,14.20,+0.05,21,
107/01/18,3000,42900,14.20,14.35,14.20,14.35,+0.15,3,
107/01/19,1002,14428,14.40,14.40,14.40,14.40,+0.05,3,
107/01/22,3000,42600,14.10,14.40,14.10,14.40,0.00,2,
107/01/23,4000,57600,14.40,14.40,14.40,14.40,0.00,4,
107/01/24,1000,14350,14.35,14.35,14.35,14.35,-0.05,1,
107/01/25,2000,28750,14.40,14.40,14.35,14.35,0.00,2,
107/01/26,6000,85250,14.40,14.40,14.00,14.40,+0.05,5,
107/01/29,7001,98864,14.05,14.40,14.00,14.40,0.00,7,
107/01/30,3001,42764,14.15,14.35,14.15,14.35,-0.05,4,
107/01/31,0,0,--,--,--,--,0.00,0,
106/12/01,4000,56000,13.80,14.20,13.80,14.10,+0.05,4,
106/12/04,16000,228300,14.45,14.45,13.90,14.35,+0.25,11,
106/12/05,5000,70150,13.90,14.30,13.85,14.20,-0.15,5,
106/12/06,0,0,--,--,--,--,0.00,0,
106/12/07,0,0,--,--,--,--,0.00,0,
106/12/08,0,0,--,--,--,--,0.00,0,
106/12/11,9000,125250,13.80,14.15,13.80,14.15,X0.00,8,
106/12/12,0,0,--,--,--,--,0.00,0,
106/12/13,0,0,--,--,--,--,0.00,0,
106/12/14,0,0,--,--,--,--,0.00,0,
106/12/15,0,0,--,--,--,--,0.00,0,
106/12/18,0,0,--,--,--,--,0.00,0,
106/12/19,0,0,--,--,--,--,0.00,0,
106/12/20,0,0,--,--,--,--,0.00,0,
106/12/21,0,0,--,--,--,--,0.00,0,
106/12/22,0,0,--,--,--,--,0.00,0,
106/12/25,0,0,--,--,--,--,0.00,0,
106/12/26,1001,14113,14.10,14.10,14.10,14.10,X0.00,2,
106/12/27,1010,14439,14.30,14.30,14.30,14.30,+0.20,2,
106/12/28,0,0,--,--,--,--,0.00,0,
106/12/29,5000,71000,13.95,14.35,13.95,14.35,X0.00,5,
106/11/01,1,15,--,--,--,--,0.00,1,
106/11/02,0,0,--,--,--,--,0.00,0,
106/11/03,0,0,--,--,--,--,0.00,0,
106/11/06,0,0,--,--,--,--,0.00,0,
106/11/07,0,0,--,--,--,--,0.00,0,
106/11/08,0,0,--,--,--,--,0.00,0,
106/11/09,0,0,--,--,--,--,0.00,0,
106/11/10,0,0,--,--,--,--,0.00,0,
106/11/13,3001,41613,13.85,13.90,13.85,13.90,X0.00,3,
106/11/14,0,0,--,--,--,--,0.00,0,
106/11/15,5000,69300,13.85,13.90,13.85,13.90,X0.00,5,
106/11/16,0,0,--,--,--,--,0.00,0,
106/11/17,1000,14000,14.00,14.00,14.00,14.00,X0.00,1,
106/11/20,11000,151950,13.75,14.20,13.75,14.20,+0.20,4,
